Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012885;6812;Telefoni;92,88
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012947;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012948;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012927;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012928;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012929;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012926;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012899;6812;Telefoni;103,19
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012945;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012958;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012959;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012960;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012946;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012963;6813;IT-kommunikation;88,81
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012967;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012895;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012896;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012897;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012898;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012916;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012917;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012918;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012919;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012962;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012964;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012909;6813;IT-kommunikation;36,82
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057133;6812;Telefoni;560,73
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057354;6812;Telefoni;138,36
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057141;6812;Telefoni;113,68
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057495;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057496;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057498;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057426;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057285;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057186;6812;Telefoni;101,60
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057441;6812;Telefoni;182,34
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057140;6812;Telefoni;101,60
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057139;6812;Telefoni;119,96
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057365;6812;Telefoni;306,45
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057193;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057414;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057416;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057415;6812;Telefoni;182,34
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057284;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057194;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057312;6812;Telefoni;119,27
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057311;6813;IT-kommunikation;36,82
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057313;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057315;6812;Telefoni;182,34
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057314;6813;IT-kommunikation;36,82
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057192;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057273;6812;Telefoni;91,15
625 - Nämnden för arbetsmarknad och vuxenutb;TELE2 SVERIGE AB;5562675164;6251057272;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678235;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678232;6811;Telefoni - Växel;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678240;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678130;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678129;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678233;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678132;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678234;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678238;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678230;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678131;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678188;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678192;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678185;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678237;6812;Telefoni;92,78
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678231;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678133;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678184;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678191;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678225;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678186;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678189;6812;Telefoni;171,92
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678226;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678180;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678228;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678182;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678181;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678187;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678193;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677462;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677457;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677459;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677466;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678227;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678190;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677454;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677957;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678178;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677461;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677458;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677464;6812;Telefoni;36,82
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677463;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677456;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678179;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677460;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677455;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677465;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677305;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677422;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677320;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677319;6812;Telefoni;171,92
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677325;6812;Telefoni;171,92
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677958;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677326;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677303;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677318;6812;Telefoni;36,82
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677328;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677322;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677306;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677321;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677425;6812;Telefoni;36,82
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601677324;6812;Telefoni;51,99
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012912;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012913;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012894;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012914;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012915;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012974;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012975;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012976;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012906;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012910;6812;Telefoni;51,99
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012911;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012943;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012944;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012965;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012966;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012930;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012931;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012892;6812;Telefoni;93,66
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012893;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012939;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012940;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012941;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012942;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012938;6812;Telefoni;52,81
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012937;6813;IT-kommunikation;36,82
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012888;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012889;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012890;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012891;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012968;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012969;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012970;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012973;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012971;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012972;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012920;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012921;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012922;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012923;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012924;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012925;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012961;6812;Telefoni;274,46
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012977;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012978;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012979;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012980;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012981;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012879;6812;Telefoni;91,24
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012880;6812;Telefoni;89,68
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012886;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012907;6812;Telefoni;53,60
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012908;6812;Telefoni;55,28
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012935;6812;Telefoni;143,21
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012877;6812;Telefoni;110,46
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012878;6812;Telefoni;91,24
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082666;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082616;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082507;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082701;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082617;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082511;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082514;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082513;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082517;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082522;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082516;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082524;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082525;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082526;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082506;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082519;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082741;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082520;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082505;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082523;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082427;6811;Telefoni - Växel;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082700;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082698;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082699;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082518;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082521;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082738;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082661;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082662;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082739;6812;Telefoni;35,91
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082740;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082426;6811;Telefoni - Växel;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082763;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082905;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082764;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082658;6812;Telefoni;91,15
